algorithm, solution, depth, cost, expanded_nodes, visited_nodes, average_branching_factor, execution_time, result, n
Backtracking, 'EastCynthia'->'NewStevenhaven'->'Smithburgh'->'Jamesburgh'->'EastJohnside'->'Jeffreyfurt'->'Nguyenshire'->'NorthBrittanyberg'->'Whitneyville'->'EastZacharyfort'->'SouthJeremytown'->'LakeMaxmouth'->'Hughesville'->'Toddmouth'->'NorthAlyssafort'->'Davidstad'->'LakeBrandon'->'Danielton'->'SouthDanielmouth'->'Thomasside'->'Davisstad'->'WestDuane'->'Hinesland'->'Andradeton'->'NewRobertburgh'->'WestGregfort'->'EastWayne'->'Grayland'->'EastGaryview'->'WestKatiehaven', 29, 7454.518000000001, 38, 39, 3.0526315789473686, 0.00039481000021623913, success, 50
BFS, 'EastCynthia'->'Smithburgh'->'Jamesburgh'->'Toddmouth'->'NorthAlyssafort'->'Davidstad'->'LakeBrandon'->'WestKatiehaven', 7, 2914.7509999999997, 42, 49, 1.1428571428571428, 0.0001998449997699936, success, 50
DFS, 'EastCynthia'->'NewStevenhaven'->'Smithburgh'->'Jamesburgh'->'Whitneyville'->'WestKevinport'->'EastZacharyfort'->'WestRodneymouth'->'LakeMaxmouth'->'Hughesville'->'WestDuane'->'Davisstad'->'Thomasside'->'SouthDanielmouth'->'Danielton'->'LakeBrandon'->'WestKatiehaven', 16, 4623.956999999999, 51, 41, 1.4313725490196079, 0.00028066599952580873, success, 50
UCS, 'EastCynthia'->'NewStevenhaven'->'Smithburgh'->'Jamesburgh'->'Toddmouth'->'Hughesville'->'LakeMaxmouth'->'SouthAlanmouth'->'EastGaryview'->'Grayland'->'WestKatiehaven', 10, 2326.1440000000002, 172, 50, 3.44, 0.0021105770001668134, success, 50
Greedy, 'EastCynthia'->'Smithburgh'->'Jamesburgh'->'Whitneyville'->'Toddmouth'->'Hughesville'->'WestDuane'->'Hinesland'->'EastGaryview'->'WestKatiehaven', 9, 2766.4820000000004, 9, 10, 3.4444444444444446, 0.00027722000049834605, success, 50
Astar, 'EastCynthia'->'NewStevenhaven'->'Smithburgh'->'Jamesburgh'->'Toddmouth'->'Hughesville'->'LakeMaxmouth'->'SouthAlanmouth'->'EastGaryview'->'Grayland'->'WestKatiehaven', 10, 2326.1440000000002, 29, 39, 1.6551724137931034, 0.0005129020000822493, success, 50
IDAstar, 'EastCynthia'->'NewStevenhaven'->'Smithburgh'->'Jamesburgh'->'EastJohnside'->'Jeffreyfurt'->'Nguyenshire'->'NorthBrittanyberg'->'Whitneyville'->'Toddmouth'->'Hughesville'->'LakeMaxmouth'->'SouthAlanmouth'->'EastGaryview'->'WestKatiehaven', 14, 2917.915, 465, 664, 1.4057649667405765, 0.0054940410000199336, success, 50
Backtracking, 'WestNataliefurt'->'Browntown'->'Heathertown'->'NewMichelle'->'Alexisstad', 4, 2344.929, 44, 45, 2.4318181818181817, 0.000706353999703424, success, 50
BFS, 'WestNataliefurt'->'Browntown'->'Heathertown'->'NewMichelle'->'Alexisstad', 4, 2344.929, 31, 40, 1.2580645161290323, 0.0001798880002752412, success, 50
DFS, 'WestNataliefurt'->'Keithfurt'->'PortMariah'->'Browntown'->'Williamsport'->'Jasonburgh'->'NorthDenisetown'->'Torresburgh'->'Luketown'->'NorthMatthewhaven'->'Georgemouth'->'Beltranberg'->'LakeStephanie'->'Fernandezview'->'Heathertown'->'NewMichelle'->'Alexisstad', 16, 3687.639, 50, 37, 1.44, 0.00030144599986670073, success, 50
UCS, 'WestNataliefurt'->'Browntown'->'NorthDenisetown'->'Torresburgh'->'Luketown'->'Cobbburgh'->'PortGregory'->'Heathertown'->'NewMichelle'->'Alexisstad', 9, 2215.648, 157, 44, 3.5681818181818183, 0.0018700669997997466, success, 50
Greedy, 'WestNataliefurt'->'Browntown'->'Heathertown'->'NewMichelle'->'Alexisstad', 4, 2344.929, 4, 5, 4.25, 0.00016051100010372465, success, 50
Astar, 'WestNataliefurt'->'Browntown'->'NorthDenisetown'->'Torresburgh'->'Luketown'->'Cobbburgh'->'PortGregory'->'Heathertown'->'NewMichelle'->'Alexisstad', 9, 2215.6479999999997, 38, 41, 1.3157894736842106, 0.0005480170002556406, success, 50
IDAstar, 'WestNataliefurt'->'Browntown'->'Heathertown'->'NewMichelle'->'Alexisstad', 4, 2344.929, 201, 412, 1.9796954314720812, 0.002806342000440054, success, 50
Backtracking, 'NewSharon'->'Cooperchester'->'Danielleland'->'Kennethbury'->'Garciaton'->'Lindseyfort'->'Davisbury'->'SouthCindyberg'->'LakeAmy'->'Josephstad'->'PortJohnfort'->'PortJoshuaburgh'->'Murrayview'->'Griffithstad'->'Austinburgh'->'Kingberg'->'Taylorburgh'->'NewKatherine', 17, 4320.834, 17, 18, 3.0588235294117645, 0.00014235700018616626, success, 50
BFS, 'NewSharon'->'Cooperchester'->'SouthCindyberg'->'PortTracyton'->'Austinburgh'->'NewKatherine', 5, 3787.184, 24, 37, 1.5, 0.00012461400001484435, success, 50
DFS, 'NewSharon'->'Kennethbury'->'Garciaton'->'Cooperchester'->'SouthCindyberg'->'WestKelli'->'Wilsonbury'->'Bakerville'->'Tyroneville'->'Jamesside'->'Proctorside'->'LakeColin'->'Griffithstad'->'Austinburgh'->'Kingberg'->'Taylorburgh'->'NewKatherine', 16, 4307.739, 39, 31, 1.564102564102564, 0.0002088410001306329, success, 50
UCS, 'NewSharon'->'Cooperchester'->'SouthCindyberg'->'PortMelissafurt'->'PortJoshuaburgh'->'Murrayview'->'WestDonald'->'Griffithstad'->'Austinburgh'->'Kingberg'->'Taylorburgh'->'NewKatherine', 11, 2966.685, 172, 50, 3.44, 0.001979943000151252, success, 50
Greedy, 'NewSharon'->'Cooperchester'->'SouthCindyberg'->'WestKelli'->'Wilsonbury'->'Bakerville'->'Tyroneville'->'Griffithstad'->'Austinburgh'->'NewKatherine', 9, 3105.216, 9, 10, 3.888888888888889, 0.00021726700015278766, success, 50
Astar, 'NewSharon'->'Cooperchester'->'SouthCindyberg'->'PortMelissafurt'->'PortJoshuaburgh'->'Murrayview'->'WestDonald'->'Griffithstad'->'Austinburgh'->'Kingberg'->'Taylorburgh'->'NewKatherine', 11, 2966.685, 35, 38, 1.2857142857142858, 0.00043129900041094515, success, 50
IDAstar, 'NewSharon'->'Cooperchester'->'Danielleland'->'Kennethbury'->'Garciaton'->'Lindseyfort'->'Davisbury'->'SouthCindyberg'->'LakeAmy'->'Josephstad'->'PortJohnfort'->'PortJoshuaburgh'->'Murrayview'->'Griffithstad'->'Austinburgh'->'NewKatherine', 15, 4340.418000000001, 1586, 2101, 1.2864417568427753, 0.020653684000535577, success, 50
Backtracking, 'Roberttown'->'Bakermouth'->'Huertamouth'->'Hillmouth'->'Gordonview'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 8, 2223.948, 14, 15, 3.0, 0.00014418099999602418, success, 50
BFS, 'Roberttown'->'Krausefurt'->'NewRachelhaven'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 6, 2550.4139999999998, 37, 47, 1.2432432432432432, 0.00020849100019404432, success, 50
DFS, 'Roberttown'->'Krausefurt'->'Bakermouth'->'Huertamouth'->'NewRachelhaven'->'Richardville'->'Mirandaborough'->'Jasonhaven'->'NewBethany'->'PortChristineville'->'LakeDeborah'->'Masonburgh'->'Oliviahaven'->'Collinston'->'NorthKellyview'->'NewVictormouth'->'Andrewhaven'->'Anthonystad'->'Laceyton', 18, 5703.461000000001, 48, 37, 1.5208333333333333, 0.0002808069993989193, success, 50
UCS, 'Roberttown'->'Bakermouth'->'Huertamouth'->'Hillmouth'->'Gordonview'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 8, 2223.948, 171, 49, 3.489795918367347, 0.0020474290004131035, success, 50
Greedy, 'Roberttown'->'Bakermouth'->'Huertamouth'->'Hillmouth'->'Gordonview'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 8, 2223.948, 62, 39, 1.2419354838709677, 0.0007984470003066235, success, 50
Astar, 'Roberttown'->'Bakermouth'->'Huertamouth'->'Hillmouth'->'Gordonview'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 8, 2223.948, 36, 47, 1.4722222222222223, 0.0007372219997705542, success, 50
IDAstar, 'Roberttown'->'Bakermouth'->'Huertamouth'->'Hillmouth'->'Gordonview'->'Collinston'->'Andrewhaven'->'Anthonystad'->'Laceyton', 8, 2223.948, 110, 187, 1.6764705882352942, 0.0016697709997970378, success, 50
Backtracking, 'WestTimothytown'->'NewStevenbury'->'NorthAshleymouth'->'Jamesberg'->'LakeVincent'->'Sonyaville'->'Nicholastown'->'Holtton'->'Amychester'->'NorthColemouth'->'Lauraland'->'LakeAndrew'->'Aarontown'->'Davidland'->'EastNicole'->'SouthThomasbury'->'Toddtown'->'SouthGlennmouth'->'Anitahaven'->'PortStaceyton', 19, 4863.328, 26, 27, 3.0, 0.0002950139996755752, success, 50
BFS, 'WestTimothytown'->'Tylerstad'->'LakeVincent'->'Sonyaville'->'Nicholastown'->'Holtton'->'Heatherville'->'PortStaceyton', 7, 2643.349, 31, 44, 1.3870967741935485, 0.0002852339994205977, success, 50
DFS, 'WestTimothytown'->'PortMichaelfort'->'Juliafurt'->'NorthAshleymouth'->'Jamesberg'->'LakeVincent'->'Sonyaville'->'Nicholastown'->'Nelsonbury'->'Joelport'->'SouthAmandabury'->'WestJamesport'->'NewJoseph'->'Brocktown'->'Brownshire'->'Heatherville'->'Sheppardton'->'PortStaceyton', 17, 3091.7659999999996, 21, 21, 2.1904761904761907, 0.00027831199986394495, success, 50
UCS, 'WestTimothytown'->'Tylerstad'->'NorthAshleymouth'->'Sonyaville'->'Nicholastown'->'Holtton'->'Toddtown'->'SouthGlennmouth'->'Anitahaven'->'PortStaceyton', 9, 2381.088, 172, 50, 3.44, 0.0024873640004443587, success, 50
Greedy, 'WestTimothytown'->'Tylerstad'->'LakeVincent'->'Sonyaville'->'Nicholastown'->'Holtton'->'Heatherville'->'PortStaceyton', 7, 2643.349, 7, 8, 4.0, 0.00020654699983424507, success, 50
Astar, 'WestTimothytown'->'Tylerstad'->'NorthAshleymouth'->'Sonyaville'->'Nicholastown'->'Holtton'->'Toddtown'->'SouthGlennmouth'->'Anitahaven'->'PortStaceyton', 9, 2381.088, 33, 43, 1.5151515151515151, 0.0005066900002930197, success, 50
IDAstar, 'WestTimothytown'->'NewStevenbury'->'NorthAshleymouth'->'Jamesberg'->'LakeVincent'->'Sonyaville'->'Nicholastown'->'Holtton'->'SouthMargaretton'->'SouthThomasbury'->'Toddtown'->'SouthGlennmouth'->'Anitahaven'->'PortStaceyton', 13, 2884.261, 665, 941, 1.388036809815951, 0.008044893999795022, success, 50
Backtracking, 'NewMelissa'->'Kristopherfurt'->'EastTimothychester'->'LakeNancyhaven'->'EastBryce'->'LakeKimberlyborough'->'Mccallmouth'->'Benitezshire'->'Ashleymouth'->'PortKylebury'->'WestKelseyfort', 10, 5251.487, 10, 11, 4.4, 9.472800047660712e-05, success, 100
BFS, 'NewMelissa'->'WestDannychester'->'Mccallmouth'->'Benitezshire'->'PortKylebury'->'WestKelseyfort', 5, 5057.164000000001, 50, 78, 1.54, 0.00038084400057414314, success, 100
DFS, 'NewMelissa'->'Kristopherfurt'->'WestDannychester'->'Mccallmouth'->'Zacharyfort'->'LakeKimberlyborough'->'Morsehaven'->'EastTimothychester'->'NorthRonaldchester'->'Christopherville'->'EastRobinton'->'SouthBrittany'->'SouthMatthewstad'->'LakeNancyhaven'->'NorthStephanie'->'EastBryce'->'Yorkhaven'->'Sandersborough'->'Sergiochester'->'PortRonaldport'->'Griffithshire'->'LakeJustinbury'->'Matthewport'->'Gomezbury'->'EastChristineburgh'->'Davidfurt'->'NewClinton'->'NorthThomas'->'Lauramouth'->'Williamsview'->'PortPatrickport'->'Justinshire'->'WestRandyhaven'->'Fieldsburgh'->'EastKimberlyport'->'Cassandramouth'->'Stevenland'->'LakeChelsea'->'WestJonathan'->'SouthRebecca'->'Anthonyport'->'SouthJimbury'->'PortJennifermouth'->'Melvintown'->'Deniseside'->'LakeDavidmouth'->'Lopezside'->'Guerrerostad'->'Christinebury'->'Bowenhaven'->'SouthHolly'->'Michellemouth'->'NewRobert'->'Pottertown'->'Ibarraside'->'LakeEmilytown'->'Michaelton'->'SouthReneestad'->'LakeFrank'->'Benitezshire'->'Ashleymouth'->'PortKylebury'->'WestKelseyfort', 62, 21324.53999999999, 73, 70, 2.4383561643835616, 0.0008721949998289347, success, 100
UCS, 'NewMelissa'->'NorthRonaldchester'->'EastTimothychester'->'Mccallmouth'->'Benitezshire'->'Ashleymouth'->'PortKylebury'->'WestKelseyfort', 7, 4764.6050000000005, 437, 99, 4.414141414141414, 0.005319092999343411, success, 100
Greedy, 'NewMelissa'->'Kristopherfurt'->'EastTimothychester'->'LakeNancyhaven'->'SouthMatthewstad'->'Sergiochester'->'PortRonaldport'->'Griffithshire'->'SouthBrittany'->'Yorkhaven'->'Sandersborough'->'NorthStephanie'->'EastBryce'->'LakeKimberlyborough'->'Morsehaven'->'Mccallmouth'->'Benitezshire'->'PortKylebury'->'WestKelseyfort', 18, 7754.8369999999995, 19, 20, 3.3157894736842106, 0.00041225299992220243, success, 100
Astar, 'NewMelissa'->'NorthRonaldchester'->'EastTimothychester'->'Mccallmouth'->'Benitezshire'->'Ashleymouth'->'PortKylebury'->'WestKelseyfort', 7, 4764.6050000000005, 70, 86, 1.6142857142857143, 0.001096906999919156, success, 100
IDAstar, 'NewMelissa'->'Kristopherfurt'->'EastTimothychester'->'LakeNancyhaven'->'EastBryce'->'LakeKimberlyborough'->'Mccallmouth'->'Benitezshire'->'Ashleymouth'->'PortKylebury'->'WestKelseyfort', 10, 5251.487, 1228, 2052, 1.6297208538587848, 0.019315645999995468, success, 100
Backtracking, 'Danielville'->'Byrdton'->'Clarkmouth'->'LakeCarrieview'->'NewMichael'->'Johnnyport'->'Riverashire'->'WestMichellehaven'->'NorthElizabethmouth'->'Harriston'->'PortGeorgefort'->'LakeAntonioport'->'Grahamfort'->'Michaelview'->'LakeDanielside'->'Marymouth'->'NewCorey'->'LakeCarolynberg'->'NewJennifer'->'EastChristinastad'->'Justinville'->'Parkland'->'NorthAndrea'->'Meganton'->'Hicksland'->'Alexanderport'->'Jessicaview'->'NorthMary'->'Deanborough', 28, 9710.935999999998, 85, 86, 3.3529411764705883, 0.0016304270002365229, success, 100
BFS, 'Danielville'->'Byrdton'->'PortMegan'->'NewDavid'->'EastVictoriaside'->'EastElizabeth'->'LakeJosephmouth'->'Gonzalezberg'->'Jessicaview'->'NorthMary'->'Deanborough', 10, 5222.102, 98, 100, 1.010204081632653, 0.0008247969999501947, success, 100
DFS, 'Danielville'->'Deannaburgh'->'Johnnyport'->'NewMichael'->'LakeCarrieview'->'PortMegan'->'Cookville'->'Jacobshire'->'NorthSaraton'->'WestDianaborough'->'Nicholasfort'->'WestTammy'->'Johnsonborough'->'NorthSamuel'->'Mayport'->'Noahfort'->'NorthMichaelmouth'->'NorthKyle'->'WestIsaac'->'Watkinsview'->'Blanchardland'->'EastKellyborough'->'Danielleview'->'Elizabethborough'->'Wilsonside'->'Hicksland'->'Parkerfort'->'Alexanderport'->'NorthShannon'->'Gonzalezberg'->'Jessicaview'->'SouthAshleyside'->'SouthMichealhaven'->'Deanborough', 33, 10113.129, 33, 34, 2.9393939393939394, 0.0002838020000126562, success, 100
UCS, 'Danielville'->'Byrdton'->'Clarkmouth'->'PortMegan'->'NewDavid'->'WestTammy'->'Markland'->'Mayport'->'Noahfort'->'LakeJosephmouth'->'Gonzalezberg'->'Jessicaview'->'NorthMary'->'Deanborough', 13, 4581.092000000001, 438, 100, 4.38, 0.005183497999496467, success, 100
Greedy, 'Danielville'->'Byrdton'->'PortMegan'->'NewDavid'->'WestTammy'->'Johnsonborough'->'Mayport'->'NorthKyle'->'WestIsaac'->'Gonzalezberg'->'Jessicaview'->'NorthMary'->'Deanborough', 12, 4878.336, 12, 13, 4.166666666666667, 0.00032056100008048816, success, 100
Astar, 'Danielville'->'Byrdton'->'Clarkmouth'->'PortMegan'->'NewDavid'->'WestTammy'->'Markland'->'Mayport'->'Noahfort'->'LakeJosephmouth'->'Gonzalezberg'->'Jessicaview'->'NorthMary'->'Deanborough', 13, 4581.092000000001, 97, 100, 1.3711340206185567, 0.0015210520004984573, success, 100
IDAstar, 'Danielville'->'Byrdton'->'Clarkmouth'->'LakeCarrieview'->'NewMichael'->'Johnnyport'->'Riverashire'->'WestMichellehaven'->'NorthElizabethmouth'->'Harriston'->'PortGeorgefort'->'SouthDavidhaven'->'NewSaraland'->'Blanchardland'->'EastKellyborough'->'Danielleview'->'Elizabethborough'->'Hicksland'->'Alexanderport'->'Jessicaview'->'NorthMary'->'Deanborough', 21, 6724.972, 7882, 11257, 1.4102531484543952, 0.11913421900044341, success, 100
Backtracking, 'Jordanburgh'->'Edwardsfurt'->'Millerberg'->'Colonmouth'->'Maloneberg'->'Laraburgh'->'Jensenmouth'->'Kelliemouth'->'Kochborough'->'PortMichelleburgh'->'SouthMiguel'->'Mayerside'->'NewKellyberg'->'Josephburgh'->'Justinstad'->'Joshuaberg'->'EastLori'->'EastLisa'->'NewJessicahaven'->'Meghanhaven'->'NorthGregory'->'Michaelstad'->'LakeMarkshire'->'Gilbertland'->'NewKylemouth'->'NorthJulia'->'NorthTina'->'Eugenemouth'->'EastWilliam'->'Amberberg'->'Brittanyside'->'Leonton'->'NorthJohn'->'SouthChelsea'->'Hesterstad'->'EastTara'->'Coreybury'->'Mooremouth'->'Kimberlytown'->'EastChris'->'Nicholasbury'->'Meadowsfort'->'Danielborough'->'Josephborough'->'NewChristopher'->'LakeAprilview'->'SouthJessica'->'SouthJessica'->'EastOscar', 48, 16890.979000000003, 50, 51, 4.1, 0.0008561449994886061, success, 100
BFS, 'Jordanburgh'->'Millerberg'->'SouthJessica'->'SouthJessica'->'EastOscar', 4, 4133.086, 37, 69, 1.837837837837838, 0.0005594390004262095, success, 100
DFS, 'Jordanburgh'->'Edwardsfurt'->'NorthElizabeth'->'Kimberlytown'->'EastChris'->'Nicholasbury'->'Mooremouth'->'Coreybury'->'Trantown'->'EastTara'->'Hesterstad'->'LakeSarahtown'->'EastWilliam'->'Eugenemouth'->'NorthTina'->'NewKellyberg'->'Kelliemouth'->'SouthMiguel'->'Mayerside'->'PortTonibury'->'Josephborough'->'NewChristopher'->'LakeAprilview'->'Wisetown'->'SouthJessica'->'SouthJessica'->'EastOscar', 26, 12506.014000000001, 71, 57, 2.084507042253521, 0.0017853870003818884, success, 100
UCS, 'Jordanburgh'->'Edwardsfurt'->'Millerberg'->'Colonmouth'->'SouthJessica'->'SouthJessica'->'EastOscar', 6, 3987.102, 438, 100, 4.38, 0.009634213999561325, success, 100
Greedy, 'Jordanburgh'->'Millerberg'->'SouthJessica'->'SouthJessica'->'EastOscar', 4, 4133.086, 4, 5, 5.0, 0.0007165729994085268, success, 100
Astar, 'Jordanburgh'->'Edwardsfurt'->'Millerberg'->'Colonmouth'->'SouthJessica'->'SouthJessica'->'EastOscar', 6, 3987.102, 81, 96, 1.5061728395061729, 0.003087037999648601, success, 100
IDAstar, 'Jordanburgh'->'Edwardsfurt'->'Millerberg'->'Colonmouth'->'Maloneberg'->'Laraburgh'->'PortJoshua'->'SouthJessica'->'SouthJessica'->'EastOscar', 9, 4505.006, 1212, 2147, 1.7605985037406484, 0.02757039199968858, success, 100
Backtracking, 'LakeNathan'->'Annton'->'NewJennifer'->'NewJefferyton'->'EastAngelaborough'->'Barnesfort'->'EastJaniceview'->'EastJoshua'->'LakeLuis'->'Michaelfurt'->'LakeWilliam'->'Casebury'->'Kimport'->'EastSusanfort'->'Andrewsberg'->'EastAnnaland'->'EastAshley'->'Baileymouth'->'Willisberg'->'WestChristopherstad'->'NewRileystad'->'Ellisshire'->'EastJeremiahburgh'->'Gregoryberg'->'NewMatthew'->'Kristybury'->'Charlesborough'->'SouthChelsealand'->'Markshire'->'Wendymouth'->'Hesschester'->'LakeFelicia'->'NorthDestinyfurt'->'Kristinamouth'->'Scottberg'->'Shannonchester'->'NewMelindaton'->'Caldwellchester'->'EastElizabethbury'->'Woodborough'->'Maryhaven'->'EastFrank'->'Susanburgh'->'Angelabury'->'Diazchester'->'Tiffanystad'->'NewAaronside', 46, 17430.423, 76, 77, 3.6842105263157894, 0.0012655119999180897, success, 100
BFS, 'LakeNathan'->'NewJennifer'->'WestChristopherstad'->'EastAshley'->'Tiffanystad'->'NewAaronside', 5, 4068.7610000000004, 63, 82, 1.2857142857142858, 0.0005112680000820546, success, 100
DFS, 'LakeNathan'->'NewJennifer'->'NewMatthew'->'NewVictoria'->'Gregoryberg'->'EastAngelaborough'->'Ellisshire'->'EastJeremiahburgh'->'Shannonchester'->'Tammyburgh'->'Wilsonfort'->'Kristinamouth'->'Scottberg'->'LakeFelicia'->'Smithberg'->'Sandersport'->'NorthDestinyfurt'->'Hesschester'->'WestThomasport'->'Markshire'->'SouthChelsealand'->'WestAngelaburgh'->'WestBrittany'->'Woodborough'->'WestChristopherstad'->'EastSteve'->'Garciaburgh'->'SouthJamesfurt'->'EastAshley'->'Tiffanystad'->'NewAaronside', 30, 11308.785000000002, 123, 79, 1.5609756097560976, 0.0010906750003414345, success, 100
UCS, 'LakeNathan'->'NewJennifer'->'WestChristopherstad'->'Garciaburgh'->'EastAshley'->'Tiffanystad'->'NewAaronside', 6, 4053.1549999999997, 423, 94, 4.5, 0.005185944000004383, success, 100
Greedy, 'LakeNathan'->'Annton'->'NewMatthew'->'Kristybury'->'Woodborough'->'WestBrittany'->'EastFrank'->'Susanburgh'->'Diazchester'->'Tiffanystad'->'NewAaronside', 10, 4869.877, 20, 17, 2.1, 0.0003173750001224107, success, 100
Astar, 'LakeNathan'->'NewJennifer'->'WestChristopherstad'->'Garciaburgh'->'EastAshley'->'Tiffanystad'->'NewAaronside', 6, 4053.1550000000007, 80, 87, 1.45, 0.0012868530002378975, success, 100
IDAstar, 'LakeNathan'->'Annton'->'NewJennifer'->'NewJefferyton'->'EastAngelaborough'->'Barnesfort'->'EastJaniceview'->'EastJoshua'->'LakeLuis'->'Michaelfurt'->'NorthAnnshire'->'Willisberg'->'Baileymouth'->'EastAshley'->'Tiffanystad'->'NewAaronside', 15, 5694.1050000000005, 4672, 8191, 1.7296542838737385, 0.07450276700001268, success, 100
Backtracking, 'Bellside'->'LakeTiffany'->'Middletonland'->'LakeAngelafort'->'Abbottfort'->'Jasmineview'->'Kristenborough'->'NewSarah'->'PortMark'->'PortClayton'->'Davisland'->'Christophershire'->'Castanedaborough'->'EastSusan'->'EastAnthony'->'EastJacob'->'Edwinchester'->'Nathanstad'->'Seanhaven'->'Heatherfort'->'Hollowayfort'->'Johnsonbury'->'SouthRhondaton'->'WestKathleen'->'LakeJoeshire'->'Banksview'->'LakeBrandonhaven'->'EastIan'->'NewBrandon'->'SouthKelly'->'WestAmy'->'LakeConnie'->'Carrberg'->'Greenville'->'Donaldland'->'LakeKristymouth'->'PortNicole'->'Maryville'->'Lopezmouth'->'PortAndrea'->'Victorstad'->'Marcusland'->'NewKimberlyshire'->'Jonesland'->'Shellyland'->'Prattview'->'Jamesshire'->'Justinside'->'PortDanielville'->'Christinaborough'->'Greenechester', 50, 17574.122000000003, 71, 72, 3.295774647887324, 0.0009293319999414962, success, 100
BFS, 'Bellside'->'PortClayton'->'Davisland'->'WestKathleen'->'LakeJoeshire'->'WestMark'->'Greenechester', 6, 4683.947, 75, 90, 1.1866666666666668, 0.00046375999954761937, success, 100
DFS, 'Bellside'->'SouthJessicabury'->'PortClayton'->'PortMark'->'WestWilliamshire'->'NewSarah'->'Abbottfort'->'Kristenborough'->'Jasmineview'->'Lopezmouth'->'Sarahmouth'->'Donaldland'->'Greenville'->'NorthMichaelborough'->'SouthStephanieborough'->'PortLouisport'->'Marytown'->'LakeKristymouth'->'PortNicole'->'Thompsonton'->'Maryville'->'PortAndrea'->'Victorstad'->'WestStacy'->'NewAnna'->'Tracyborough'->'WestJessicahaven'->'Marcusland'->'NewKimberlyshire'->'NewNicole'->'EastIan'->'WestAmy'->'NewBrandon'->'LakeBrandonhaven'->'Banksview'->'LakeJoeshire'->'Prattview'->'Jamesshire'->'Justinside'->'PortDanielville'->'WestAliciashire'->'SouthAlyssa'->'SouthArthurview'->'Amymouth'->'Christinaborough'->'WestMark'->'Greenechester', 46, 14325.285, 134, 92, 1.5820895522388059, 0.0011041799998565693, success, 100
UCS, 'Bellside'->'PortClayton'->'Davisland'->'EastSusan'->'EastAnthony'->'Heatherfort'->'Richardfurt'->'Prattview'->'LakeJoeshire'->'SouthAlyssa'->'Christinaborough'->'Greenechester', 11, 3343.277, 438, 100, 4.38, 0.0050530240005173255, success, 100
Greedy, 'Bellside'->'PortClayton'->'Davisland'->'WestKathleen'->'LakeJoeshire'->'WestMark'->'Greenechester', 6, 4683.947, 6, 7, 5.0, 0.00019940399943152443, success, 100
Astar, 'Bellside'->'PortClayton'->'Davisland'->'EastSusan'->'EastAnthony'->'Heatherfort'->'Richardfurt'->'Prattview'->'LakeJoeshire'->'SouthAlyssa'->'Christinaborough'->'Greenechester', 11, 3343.2769999999996, 44, 66, 1.8181818181818181, 0.0007917240000097081, success, 100
IDAstar, 'Bellside'->'LakeTiffany'->'Middletonland'->'LakeAngelafort'->'NorthChristophershire'->'Davisland'->'WestKathleen'->'LakeJoeshire'->'Justinside'->'PortDanielville'->'Christinaborough'->'Greenechester', 11, 5075.536, 3385, 6220, 1.8203912270302312, 0.047352513000078034, success, 100
Backtracking, 'NewChristianmouth'->'Gillville'->'Brandihaven'->'Erinstad'->'Longburgh'->'Jessicatown'->'Jennifertown'->'Fisherburgh'->'Jennifermouth'->'PortAndreachester'->'NewSarah'->'Jamesland'->'NewLindsaybury'->'Hendersonland'->'Anthonyville'->'EastMichael'->'LakeNathanielland'->'EastMelissa'->'Jacksonmouth'->'EastNicoletown'->'NewBrianfurt'->'PortAshleytown'->'NewStephen'->'EastDavid'->'Coleland'->'EastDeborahfurt'->'Johnhaven'->'Jennaberg'->'WestAngel'->'Amandaside'->'NewRitatown'->'Juliechester'->'Elizabethside'->'Adambury'->'Anitamouth'->'Lindaton'->'Griffinborough'->'Elizabethbury'->'Perryfort'->'PortCharles'->'Jeffreyview'->'EastMeganside'->'WestLucastown'->'Dorseybury'->'LakeErica'->'LakeSharon'->'PortSteven'->'NewJosephberg'->'Randyfurt'->'NewKayla'->'Angelberg'->'Eatonport'->'NorthJoyce', 52, 15313.026999999996, 66, 67, 3.515151515151515, 0.000849562999974296, success, 100
BFS, 'NewChristianmouth'->'PortBryantown'->'Brandihaven'->'Juliechester'->'NewRitatown'->'Johnhaven'->'EastDeborahfurt'->'Randyfurt'->'NewKayla'->'NorthJoyce', 9, 5829.832, 80, 93, 1.15, 0.0005969690000711125, success, 100
