algorithm, solution, depth, cost, expanded_nodes, visited_nodes, average_branching_factor, execution_time, result, n
DFS, 'NewChristianmouth'->'Matthewmouth'->'Brandihaven'->'Erinstad'->'SouthMatthew'->'PortWilliamburgh'->'Longburgh'->'Jessicatown'->'Whitemouth'->'Padillaland'->'Jennifertown'->'Fisherburgh'->'PortTinafurt'->'WestRoyfort'->'Jamesland'->'NewLindsaybury'->'NewSarah'->'PortTina'->'PortPaul'->'WestTamaraton'->'Johnhaven'->'WestAngel'->'Smithchester'->'Juliechester'->'Elizabethside'->'NorthDeborahhaven'->'Adambury'->'Oscarside'->'Elizabethbury'->'Griffinborough'->'Lindaton'->'Anitamouth'->'Garrettberg'->'Christinafort'->'SouthBriana'->'Coleland'->'EastDeborahfurt'->'NewJuliaport'->'EastMeganside'->'WestLucastown'->'LakeErica'->'PortSteven'->'Randyfurt'->'NewBrianfurt'->'EastMichael'->'Anthonyville'->'WestKristenchester'->'Hendersonland'->'Phamhaven'->'Jamesport'->'NewKayla'->'NorthJoyce', 51, 18408.341000000004, 66, 65, 2.5454545454545454, 0.0005948959997112979, success, 100
UCS, 'NewChristianmouth'->'PortBryantown'->'Brandihaven'->'Longburgh'->'Jessicatown'->'Jennifertown'->'Fisherburgh'->'WestTamaraton'->'PortPaul'->'Tammybury'->'NewLindsaybury'->'Phamhaven'->'Jamesport'->'NorthJoyce', 13, 4604.753000000001, 438, 100, 4.38, 0.0051531720000639325, success, 100
Greedy, 'NewChristianmouth'->'NewSarahhaven'->'Brandihaven'->'Juliechester'->'NewRitatown'->'Allenfort'->'WestPatrick'->'SouthAntonioberg'->'Amandaside'->'WestAngel'->'Jennaberg'->'Johnhaven'->'EastDeborahfurt'->'Randyfurt'->'NewKayla'->'NorthJoyce', 15, 6863.802999999999, 15, 16, 3.6666666666666665, 0.0003344870001456002, success, 100
Astar, 'NewChristianmouth'->'PortBryantown'->'Brandihaven'->'Longburgh'->'Jessicatown'->'Jennifertown'->'Fisherburgh'->'WestTamaraton'->'PortPaul'->'Tammybury'->'NewLindsaybury'->'Phamhaven'->'Jamesport'->'NorthJoyce', 13, 4604.753, 80, 93, 1.5625, 0.0011881679993166472, success, 100
IDAstar, 'NewChristianmouth'->'Gillville'->'Brandihaven'->'Erinstad'->'Longburgh'->'Jessicatown'->'Jennifertown'->'Fisherburgh'->'Jennifermouth'->'PortAndreachester'->'NewSarah'->'Jamesland'->'NewLindsaybury'->'Hendersonland'->'Anthonyville'->'EastMichael'->'LakeNathanielland'->'EastMelissa'->'Petersonhaven'->'PortLeah'->'LakeDouglastown'->'Jamesport'->'NorthJoyce', 22, 6557.890999999999, 5995, 8671, 1.4264188849824209, 0.08413823299997603, success, 100
Backtracking, 'NewAllison'->'Deannamouth'->'Jaychester'->'NewGailshire'->'Danielville'->'Frederickview'->'Nelsonberg'->'NewJamesfurt'->'NewNicolechester'->'NorthMatthewtown'->'Kempfort'->'PortDaniel'->'Claytown'->'NewThomas'->'Jacobstad'->'Moorebury'->'Gonzalezbury'->'Castillotown'->'Anthonyview'->'PortLeslie'->'Crystalland'->'EastPatricia'->'Justinburgh'->'Jorgehaven'->'Amymouth'->'Troyborough'->'EastJacob'->'Frankburgh'->'Henryland'->'Loriside'->'Maryport'->'PortJoshua'->'NewKimberly'->'Deborahfort'->'Cruzborough'->'Richardfurt'->'NewMonica'->'Hutchinsonstad', 37, 12697.816999999997, 65, 66, 3.3384615384615386, 0.000991419000456517, success, 100
BFS, 'NewAllison'->'Deannamouth'->'Mccoystad'->'Reedhaven'->'Castillotown'->'Deborahfort'->'Hutchinsonstad', 6, 5252.312, 67, 87, 1.2835820895522387, 0.0005393209994508652, success, 100
DFS, 'NewAllison'->'Deannamouth'->'Jaychester'->'Taylorchester'->'NewJennifer'->'Robertsside'->'Danielville'->'Nelsonberg'->'NewNicolechester'->'NorthMatthewtown'->'Tammytown'->'Kempfort'->'Youngbury'->'SouthDannyburgh'->'PortDaniel'->'Claytown'->'NewThomas'->'Jacobstad'->'Moorebury'->'NorthKristyfort'->'Hutchinsonstad', 20, 7287.54, 20, 21, 2.9, 0.00016517899985046824, success, 100
UCS, 'NewAllison'->'Deannamouth'->'WestRobertland'->'Taylorchester'->'PortMargaret'->'NewJamesfurt'->'NorthMatthewtown'->'Kempfort'->'Smithburgh'->'Debraport'->'NorthLaurahaven'->'NewThomas'->'Jacobstad'->'Moorebury'->'NorthKristyfort'->'NewMonica'->'Hutchinsonstad', 16, 4781.830999999999, 438, 100, 4.38, 0.005874643999959517, success, 100
Greedy, 'NewAllison'->'PortMarkview'->'WestRobertland'->'Taylorchester'->'Danielville'->'Williamsview'->'Robertsside'->'NewJamesfurt'->'Tammytown'->'Kempfort'->'PortDaniel'->'Claytown'->'NewThomas'->'Jacobstad'->'Moorebury'->'NorthKristyfort'->'Hutchinsonstad', 16, 5670.465, 16, 17, 3.1875, 0.00038637399939034367, success, 100
Astar, 'NewAllison'->'Deannamouth'->'WestRobertland'->'Taylorchester'->'PortMargaret'->'NewJamesfurt'->'NorthMatthewtown'->'Kempfort'->'Smithburgh'->'Debraport'->'NorthLaurahaven'->'NewThomas'->'Jacobstad'->'Moorebury'->'NorthKristyfort'->'NewMonica'->'Hutchinsonstad', 16, 4781.831, 78, 87, 1.4615384615384615, 0.001286250999328331, success, 100
IDAstar, 'NewAllison'->'Deannamouth'->'Jaychester'->'NewGailshire'->'Danielville'->'Frederickview'->'Nelsonberg'->'NewJamesfurt'->'NewNicolechester'->'NorthMatthewtown'->'Kempfort'->'PortDaniel'->'Claytown'->'NewThomas'->'Jacobstad'->'Moorebury'->'NorthKristyfort'->'Hutchinsonstad', 17, 6944.905000000001, 3150, 4773, 1.4845196297478456, 0.04170434300067427, success, 100
Backtracking, 'SouthWilliamtown'->'Murillostad'->'Angelaburgh'->'Michaelshire'->'Brandonchester'->'LakeMadisonside'->'NewBethshire'->'Nancyton'->'Julieside'->'NorthJustin'->'Riveraport'->'Lewismouth'->'Reneeview'->'Reynoldsborough'->'NorthAlan'->'Frostburgh'->'Jonesbury'->'LakeMichael'->'EastEric'->'Danielstad'->'Deniseburgh'->'Jenniferbury'->'LakeBrad'->'Michaelchester'->'PortKaitlyn'->'EastEmily'->'Byrdchester'->'Reynoldsborough'->'NorthJeremiah'->'Spencerfort'->'Joshuamouth'->'Michelleside'->'Jordanport'->'SouthDaniel'->'Chelseaton'->'SouthCrystal'->'NorthRobert'->'NewDanielshire'->'EastBryan'->'Alexanderchester'->'PortAlexandratown'->'Nicholsonfort'->'Gloriaville'->'SouthVeronicaborough'->'Andrewton'->'PortSusanfurt'->'Adrianaton'->'Owenburgh'->'SouthMichael'->'NewLisafort'->'SouthMistyborough'->'Collinsstad'->'Jacobchester'->'Noblemouth'->'EastBethanyport'->'SouthWhitney', 55, 18905.147, 70, 71, 3.442857142857143, 0.0011805630001617828, success, 100
BFS, 'SouthWilliamtown'->'Murillostad'->'Wandabury'->'EastBryan'->'Nicholsonfort'->'PortSusanfurt'->'Adrianaton'->'Owenburgh'->'SouthMistyborough'->'Collinsstad'->'SouthWhitney', 10, 7942.634000000001, 95, 99, 1.0315789473684212, 0.0006603179999729036, success, 100
DFS, 'SouthWilliamtown'->'Murrayville'->'Murillostad'->'SouthCrystal'->'PortEmilyshire'->'Angelaburgh'->'Michaelshire'->'Brandonchester'->'NewMariaview'->'LakeMadisonside'->'NewBethshire'->'Nancyton'->'NewDarinberg'->'SouthCourtneyberg'->'SouthDarrell'->'SouthJeremymouth'->'NorthJustin'->'Riveraport'->'Lewismouth'->'Rogerstown'->'Jonesbury'->'LakeMichael'->'Owenburgh'->'Danielstad'->'Deniseburgh'->'LakeBrad'->'Michaelchester'->'Jenniferbury'->'LakeDavidhaven'->'NorthValerie'->'PortSusanfurt'->'Adrianaton'->'PortStevenland'->'WestJoseph'->'Scottshire'->'Joshuaton'->'Nicholsfurt'->'Collinsstad'->'NorthDonald'->'Noblemouth'->'EastBethanyport'->'SouthWhitney', 41, 12116.554, 55, 51, 2.5272727272727273, 0.00040478899973095395, success, 100
UCS, 'SouthWilliamtown'->'Murrayville'->'Murillostad'->'PortEmilyshire'->'Brandonchester'->'NewBethshire'->'Nancyton'->'Julieside'->'Riveraport'->'Lewismouth'->'Reynoldsborough'->'Owenburgh'->'SouthMistyborough'->'Collinsstad'->'SouthWhitney', 14, 5067.737, 442, 100, 4.42, 0.004664355999921099, success, 100
Greedy, 'SouthWilliamtown'->'Murillostad'->'Chelseaton'->'SouthDaniel'->'Michelleside'->'Joshuamouth'->'SouthBryan'->'LakeBrad'->'Jenniferbury'->'Michaelchester'->'Deniseburgh'->'Danielstad'->'NewLisafort'->'EastEric'->'SouthMistyborough'->'Collinsstad'->'SouthWhitney', 16, 5957.398, 16, 17, 4.1875, 0.0003636310002548271, success, 100
Astar, 'SouthWilliamtown'->'Murrayville'->'Murillostad'->'PortEmilyshire'->'Brandonchester'->'NewBethshire'->'Nancyton'->'Julieside'->'Riveraport'->'Lewismouth'->'Reynoldsborough'->'Owenburgh'->'SouthMistyborough'->'Collinsstad'->'SouthWhitney', 14, 5067.737000000001, 93, 100, 1.3978494623655915, 0.0012810619991796557, success, 100
IDAstar, 'SouthWilliamtown'->'Murillostad'->'Angelaburgh'->'Michaelshire'->'Brandonchester'->'LakeMadisonside'->'NewBethshire'->'Nancyton'->'Julieside'->'NorthJustin'->'Riveraport'->'Lewismouth'->'Reneeview'->'Reynoldsborough'->'NorthAlan'->'Frostburgh'->'Jonesbury'->'LakeMichael'->'EastEric'->'SouthMistyborough'->'Collinsstad'->'Jacobchester'->'Noblemouth'->'EastBethanyport'->'SouthWhitney', 24, 6762.017000000002, 6444, 10227, 1.5649532710280374, 0.09958630799974344, success, 100
Backtracking, 'NorthRebecca'->'Serranoshire'->'SouthBrenda'->'NewAndrew'->'NorthKimberlyborough'->'PortJackmouth'->'NewColin'->'SouthDerrick'->'NorthAnnborough'->'Hopkinshaven'->'LakeMark'->'Matthewside'->'Bentleyside'->'PortDaniel'->'Travismouth'->'SouthBryanport'->'Dayside'->'NewNicole'->'NorthJamesport'->'Hannahmouth'->'Daviesview'->'Hartport'->'NewJillian'->'WestAshley'->'WestJustin'->'SouthNicole'->'Garciaview'->'SouthJennifer'->'SouthMelissaville'->'NewJamiemouth'->'Carolynfort'->'Benjaminmouth'->'Castillobury'->'LakeRobert'->'Deniseview'->'LakeCynthia'->'Markshire', 36, 11710.895999999997, 41, 42, 3.317073170731707, 0.0004137350006203633, success, 100
BFS, 'NorthRebecca'->'Serranoshire'->'SouthDerrick'->'NorthAnnborough'->'Wagnerland'->'NewTinafurt'->'Markshire', 6, 4358.1539999999995, 91, 100, 1.0879120879120878, 0.0005940730006841477, success, 100
DFS, 'NorthRebecca'->'WestMegantown'->'WestSamantha'->'NorthMichaelshire'->'LakeDeborah'->'Tracifurt'->'Serranoshire'->'SouthBrenda'->'NewAndrew'->'NorthKimberlyborough'->'PortJackmouth'->'SouthDerrick'->'NorthAnnborough'->'WestJessicastad'->'SouthMelissaville'->'Garciaview'->'SouthNicole'->'WestJustin'->'WestAshley'->'Hannahmouth'->'NorthJamesport'->'Dayside'->'NewNicole'->'PortMichael'->'Gregorymouth'->'Wagnerland'->'PortJennifershire'->'LakeDonald'->'Carolynfort'->'Singletonchester'->'SouthDannyland'->'Perryburgh'->'Diazport'->'Reeseborough'->'Gabrielletown'->'NewEdward'->'PortVictor'->'Deniseview'->'Markshire', 38, 11809.528999999999, 44, 44, 2.7045454545454546, 0.00031906799995340407, success, 100
UCS, 'NorthRebecca'->'WestSamantha'->'NorthKimberlyborough'->'PortJackmouth'->'SouthDerrick'->'NorthAnnborough'->'NewJamiemouth'->'Carolynfort'->'Singletonchester'->'Diazport'->'NewEdward'->'PortVictor'->'Markshire', 12, 3879.7400000000002, 438, 100, 4.38, 0.004668171999583137, success, 100
Greedy, 'NorthRebecca'->'WestSamantha'->'NorthKimberlyborough'->'PortJackmouth'->'SouthDerrick'->'NorthAnnborough'->'Wagnerland'->'NewTinafurt'->'Markshire', 8, 4081.8609999999994, 8, 9, 4.875, 0.0002112259999194066, success, 100
Astar, 'NorthRebecca'->'WestSamantha'->'NorthKimberlyborough'->'PortJackmouth'->'SouthDerrick'->'NorthAnnborough'->'NewJamiemouth'->'Carolynfort'->'Singletonchester'->'Diazport'->'NewEdward'->'PortVictor'->'Markshire', 12, 3879.7399999999993, 73, 91, 1.6027397260273972, 0.0011075870006607147, success, 100
IDAstar, 'NorthRebecca'->'Serranoshire'->'SouthBrenda'->'NewAndrew'->'NorthKimberlyborough'->'PortJackmouth'->'NewColin'->'SouthDerrick'->'NorthAnnborough'->'NewJamiemouth'->'Carolynfort'->'LakeDonald'->'Diazport'->'NewEdward'->'PortVictor'->'Markshire', 15, 4336.549, 1451, 2749, 1.8711699164345403, 0.020797723999748996, success, 100
Backtracking, 'Smithbury'->'Brownmouth'->'EastPhillipfort'->'Danielberg'->'LakeJessicafurt'->'NewDylan'->'LakeJoel'->'LakeSheenahaven'->'NorthRebekahville'->'Kennethtown'->'Ashleyfort'->'PortSheryl'->'LakeKevinshire'->'Amandachester'->'Kimland'->'SouthShane'->'LakeTinamouth'->'PortNicole'->'Millerbury'->'PortBrandi'->'Williamside'->'Wilsonfort'->'Jacobsview'->'Tonyaville'->'PortKristen'->'Charleshaven'->'Lewisville'->'SouthMelissa'->'NorthKristinville'->'Weeksburgh'->'Lewisview'->'Shahport'->'EastMariashire'->'LakeAshleymouth', 33, 13411.477, 91, 92, 3.3076923076923075, 0.0017415460006304784, success, 100
BFS, 'Smithbury'->'WestBilly'->'Williamsborough'->'Kennethtown'->'Tonyaville'->'PortKristen'->'WestJudithbury'->'NorthDavid'->'LakeAshleymouth', 8, 5035.875999999999, 98, 100, 1.010204081632653, 0.0007783890005157446, success, 100
DFS, 'Smithbury'->'Robinsonport'->'NewShari'->'Danielberg'->'Michaeltown'->'PortEric'->'LakeJoel'->'PortJamesmouth'->'NorthRebekahville'->'LakeSheenahaven'->'WestPenny'->'NewDylan'->'LakeJessicafurt'->'EastPhillipfort'->'Nguyenfurt'->'PortDevinberg'->'Michelleport'->'Leborough'->'NewJudy'->'Theresafurt'->'Michaelborough'->'Kennethtown'->'Ashleyfort'->'PortSheryl'->'Robertberg'->'Hillmouth'->'Tonyaville'->'PortKristen'->'Lewisville'->'SouthMelissa'->'NorthKristinville'->'Weeksburgh'->'Lewisview'->'SouthJulie'->'WestJamestown'->'WestJudithbury'->'NorthDavid'->'EastMariashire'->'Shahport'->'LakeAshleymouth', 39, 13949.559000000001, 140, 93, 1.5071428571428571, 0.0013416249994406826, success, 100
UCS, 'Smithbury'->'Brownmouth'->'Michellechester'->'Williamsborough'->'WestErin'->'Theresafurt'->'Michaelborough'->'Hillmouth'->'Tonyaville'->'PortKristen'->'WestJudithbury'->'NorthDavid'->'EastMariashire'->'LakeAshleymouth', 13, 4302.0689999999995, 438, 100, 4.38, 0.005269509999379807, success, 100
Greedy, 'Smithbury'->'Robinsonport'->'LakeJessicafurt'->'NewDylan'->'WestPenny'->'LakeSheenahaven'->'PortJamesmouth'->'Huntermouth'->'Drakemouth'->'NorthRebekahville'->'Kennethtown'->'Tonyaville'->'PortKristen'->'WestJudithbury'->'NorthDavid'->'LakeAshleymouth', 15, 7766.357999999999, 24, 21, 2.9583333333333335, 0.0005308050003804965, success, 100
Astar, 'Smithbury'->'Brownmouth'->'Michellechester'->'Williamsborough'->'WestErin'->'Theresafurt'->'Michaelborough'->'Hillmouth'->'Tonyaville'->'PortKristen'->'WestJudithbury'->'NorthDavid'->'EastMariashire'->'LakeAshleymouth', 13, 4302.069, 97, 100, 1.3298969072164948, 0.0016405359992859303, success, 100
IDAstar, 'Smithbury'->'Brownmouth'->'EastPhillipfort'->'Danielberg'->'LakeJessicafurt'->'NewDylan'->'LakeJoel'->'LakeSheenahaven'->'NorthRebekahville'->'Kennethtown'->'Ashleyfort'->'PortSheryl'->'LakeKevinshire'->'Amandachester'->'Kimland'->'SouthShane'->'LakeTinamouth'->'Stephanieland'->'SouthJulie'->'Lewisview'->'Shahport'->'LakeAshleymouth', 21, 9025.339999999998, 10338, 14817, 1.4119414558495686, 0.1408411869997508, success, 100
Backtracking, 'WestJimhaven'->'Kathleenland'->'Cameronside'->'Griffinbury'->'PortJonathanberg'->'LakeKurt'->'Sanfordville'->'Jasonmouth'->'EastKathleen'->'EastRhonda'->'Josephfurt'->'Ashleychester'->'EastMariah'->'EastSarahville'->'Ginafort'->'EastZacharychester'->'NorthJonathanbury'->'Laurachester'->'PortLukeville'->'Jenniferport'->'Allenville'->'Aprilstad'->'Hunterview'->'Jenniferborough'->'Marquezhaven'->'Kingborough'->'NewAndrew'->'NewTodd'->'Simmonstown'->'Williamsville'->'Gravesfurt'->'LakeBailey'->'LakeJohnland'->'NorthAnnetteton'->'Jamesbury'->'Jonestown'->'Freyhaven'->'Alyssafort'->'EastDanielmouth'->'LakeMary'->'EastDeborah'->'EastKathrynchester'->'Frederickborough'->'EastChristopher'->'Gloverstad'->'NorthClaytonberg'->'Hoganberg'->'Johnathanville'->'EastCorey'->'Heatherfurt'->'Jasminberg'->'Glennstad'->'LakeTammymouth'->'Leeton'->'Martinezborough'->'Ericaport'->'LakeWendy'->'Meganberg'->'SouthJulie'->'WestClarencetown'->'NorthMelindaburgh'->'NewDanielland'->'Edwardberg'->'Caitlinport'->'Browntown'->'Benitezborough'->'Edwinborough'->'LakeBarbara'->'LakeDouglas'->'Jacquelinebury'->'Mendozahaven'->'Hernandezstad'->'Mooreside'->'LakeStevenmouth', 73, 33018.685, 97, 98, 5.515463917525773, 0.002010299000176019, success, 200
BFS, 'WestJimhaven'->'PortJonathanberg'->'Griffinbury'->'SouthTodd'->'Hernandezstad'->'Mooreside'->'LakeStevenmouth', 6, 6832.78, 119, 173, 1.4453781512605042, 0.0020733070005007903, success, 200
DFS, 'WestJimhaven'->'WestDanielle'->'Cameronside'->'Kathleenland'->'Reedshire'->'Laurachester'->'Sanfordville'->'Griffinbury'->'PortJonathanberg'->'Whiteshire'->'WestMeganberg'->'SouthWilliam'->'WestTara'->'Hunterview'->'NewKaren'->'Marquezhaven'->'Jenniferborough'->'WestJoshua'->'Wandaville'->'NewTodd'->'Allenville'->'NewAndrew'->'Simmonstown'->'Jenniferport'->'Whitemouth'->'WestBrandonmouth'->'PortDeannamouth'->'PortAmy'->'Williamsfort'->'Kirbymouth'->'Shannonfurt'->'Davidview'->'NewErinmouth'->'Jeanmouth'->'SouthJanet'->'Gregorystad'->'EastAprilborough'->'EastEric'->'PortChristopher'->'EastErica'->'LakeKylemouth'->'PortEvelyn'->'Rosestad'->'Davidfort'->'NorthAndrew'->'Craigton'->'Sharonport'->'Robertsonhaven'->'PortAnthonyport'->'SouthTodd'->'Williamsville'->'LakeBailey'->'LakeJohnland'->'Thomaschester'->'PortChelseaborough'->'NorthJennifer'->'Stevenside'->'Mossshire'->'SouthJohntown'->'SouthJohnshire'->'Schneiderberg'->'NewAnthonychester'->'Timothybury'->'Barbaramouth'->'Deniseborough'->'Bakershire'->'Morgantown'->'PortSarah'->'Manningburgh'->'LakeRachaelbury'->'Kevinmouth'->'NewRichardshire'->'Scottborough'->'Gatesshire'->'PortPatrick'->'Kingborough'->'Suttonchester'->'Gravesfurt'->'SouthKylieburgh'->'Ginafort'->'EastSarahville'->'NewMichael'->'NewLaurenbury'->'Ericaport'->'Josephfurt'->'EastMariah'->'NorthWilliam'->'Martinezborough'->'Meganberg'->'SouthJulie'->'NorthAnnetteton'->'Jamesbury'->'Jonestown'->'NorthMelindaburgh'->'Leeton'->'WestJacqueline'->'Alyssafort'->'EastDanielmouth'->'LakeMary'->'NorthThomas'->'Millerborough'->'Hernandezstad'->'Mendozahaven'->'Edwardberg'->'SouthHenryberg'->'Ramoshaven'->'WestDebrafurt'->'Howeside'->'Lucasville'->'Seanfort'->'LakeStevenmouth', 110, 47341.441, 113, 114, 5.256637168141593, 0.0020397939997565118, success, 200
UCS, 'WestJimhaven'->'Whiteshire'->'WestMeganberg'->'Cameronside'->'Griffinbury'->'SouthTodd'->'SouthKylieburgh'->'NorthMichaelchester'->'NorthAnnetteton'->'WestClarencetown'->'Jonestown'->'NorthMelindaburgh'->'NewDanielland'->'Hernandezstad'->'Ramoshaven'->'WestDebrafurt'->'LakeStevenmouth', 16, 5946.564, 1636, 200, 8.18, 0.024046626000199467, success, 200
Greedy, 'WestJimhaven'->'WestDanielle'->'SouthJohn'->'Aprilstad'->'Kingborough'->'PortPatrick'->'Robertsonhaven'->'Thomaschester'->'PortSteve'->'SouthJohnshire'->'Hernandezstad'->'Mooreside'->'LakeStevenmouth', 12, 6980.345, 12, 13, 6.916666666666667, 0.00040949799949885346, success, 200
Astar, 'WestJimhaven'->'Whiteshire'->'WestMeganberg'->'Cameronside'->'Griffinbury'->'SouthTodd'->'SouthKylieburgh'->'NorthMichaelchester'->'NorthAnnetteton'->'WestClarencetown'->'Jonestown'->'NorthMelindaburgh'->'NewDanielland'->'Hernandezstad'->'Ramoshaven'->'WestDebrafurt'->'LakeStevenmouth', 16, 5946.564000000001, 160, 186, 2.0625, 0.004029675000310817, success, 200
IDAstar, 'WestJimhaven'->'Kathleenland'->'Cameronside'->'Griffinbury'->'SouthTodd'->'Hernandezstad'->'Mooreside'->'LakeStevenmouth', 7, 7003.396, 2558, 7046, 2.7326538612308897, 0.06071039800008293, success, 200
Backtracking, 'SouthCalvin'->'Cochranberg'->'Andrewside'->'EastMichaelborough'->'EastAndrea'->'Ericside'->'Morganmouth'->'Gouldstad'->'LakeRichardport'->'Christopherburgh'->'EastCharles'->'Josephfort'->'Andersonchester'->'Brianview'->'Davidmouth'->'Davidmouth'->'EastDavidfurt'->'Garcialand'->'LakeKennethport'->'NorthRebeccastad'->'NewStacy'->'Markbury'->'Derrickland'->'Carterberg'->'Ginatown'->'Heatherhaven'->'LakeLisafort'->'EastShane'->'Benjaminburgh'->'Alvareztown'->'Jeffreyfort'->'Diazberg'->'Andrewmouth'->'Freemanfurt'->'Brandonview'->'Guerreroland'->'NewSergiomouth'->'Kellychester'->'Kelseychester'->'LakeJessica'->'Kinghaven'->'Davidshire'->'Dawnmouth'->'EastScott'->'NewAmanda'->'Marilynton'->'Donaldview'->'Kaitlynton'->'Mcgeechester'->'NorthDiane'->'PortJasminechester'->'EastJane'->'Douglastown'->'LakeDawn'->'LakeSteven'->'Markbury'->'Mccoymouth'->'LakeMichaelbury'->'SouthJessicaland'->'SouthWilliamtown'->'EastMelissastad'->'EastJenniferland'->'Richardsfurt'->'SouthAdrian'->'Shaunmouth'->'Williamschester'->'NorthFeliciaton'->'Heatherton'->'EastKendrafurt'->'Devinfurt'->'EastJoshuafurt'->'Joeburgh'->'Hamptonmouth'->'NewChristopherchester'->'Morganport'->'NewDavid'->'WestValerie'->'NorthRosefurt'->'Huertamouth'->'Carolfurt'->'EastJason'->'NorthAdamview'->'Mitchellhaven'->'Ballview'->'Chadport'->'LakeLisa'->'Matthewfurt'->'Nelsonburgh'->'Jenniferport'->'LakeSeanbury'->'Kaufmanland'->'NorthCarrie'->'LakeWhitneychester'->'NorthAlexishaven'->'NorthDouglas'->'Stephenmouth'->'NewBrandonside'->'NewMargaret'->'PortRyan'->'Chungstad'->'Calderonland'->'LakeTammy'->'Carlosburgh'->'EastScottfort'->'EastKimmouth'->'Jamesbury'->'LakeRoss', 106, 55368.066, 132, 133, 6.1893939393939394, 0.003350812999997288, success, 200
BFS, 'SouthCalvin'->'Morganmouth'->'Gouldstad'->'LakeZachary'->'Freemanfurt'->'NorthBrendanfurt'->'LakeRoss', 6, 6655.163, 108, 170, 1.5648148148148149, 0.002552205000029062, success, 200
DFS, 'SouthCalvin'->'Ericside'->'Morganmouth'->'Gouldstad'->'Riversfort'->'Johntown'->'Gambleberg'->'Michellebury'->'Carolfurt'->'NorthAdamview'->'SouthJeffrey'->'EastJason'->'SouthBrian'->'Sheristad'->'EastCharles'->'LakeCraig'->'LakeZachary'->'PortAnthonyview'->'Smithville'->'LakeKathyport'->'LakeDylanborough'->'Marquezview'->'Cooktown'->'Michaelstad'->'Samanthastad'->'Doyleberg'->'SouthBrianside'->'Cochranberg'->'Andrewside'->'EastMichaelborough'->'SouthFeliciamouth'->'NorthVictoria'->'Williamsville'->'Valeriefurt'->'Brittanyton'->'Newmanmouth'->'EastAndrea'->'Schroederfurt'->'PortCharlesville'->'WestDanielmouth'->'EastJenniferland'->'Derrickland'->'Markbury'->'NewStacy'->'NewSergiomouth'->'Kellychester'->'EastShane'->'LakeMichaelbury'->'LakeLisafort'->'Kelseychester'->'LakeJessica'->'WestLanceburgh'->'Diazberg'->'Guerreroland'->'Brandonview'->'NorthFeliciaton'->'Heatherton'->'NewChristopherchester'->'EastKendrafurt'->'Morganport'->'Joeburgh'->'Hamptonmouth'->'SouthStevenburgh'->'Nelsonburgh'->'LakeLisa'->'NewBrandonside'->'Ballview'->'Sandrachester'->'Chadport'->'WestDavid'->'NewMargaret'->'NorthRosefurt'->'Huertamouth'->'Davidmouth'->'Davidmouth'->'PortBriana'->'LakeRichardport'->'Josephfort'->'LakeKennethport'->'Andersonchester'->'SouthAdrian'->'EastDavidfurt'->'Brianview'->'NorthRebeccastad'->'Garcialand'->'Shaunmouth'->'Williamschester'->'PortJennifer'->'WestValerie'->'NewDavid'->'NewKimberlyberg'->'EastJane'->'PortJasminechester'->'WestPaulport'->'Katrinabury'->'LakeJohn'->'EastJoshuafurt'->'NorthMelissamouth'->'NorthBrendanfurt'->'EastScottfort'->'EastKimmouth'->'PortSamuelport'->'Jamesbury'->'Reginamouth'->'LakeRoss', 104, 50423.50899999997, 396, 198, 2.196969696969697, 0.011883711000336916, success, 200
UCS, 'SouthCalvin'->'EastMichaelborough'->'LakeYvonne'->'LakeRichardport'->'EastCharles'->'Josephfort'->'Williamschester'->'NorthFeliciaton'->'Heatherton'->'NewDavid'->'Joeburgh'->'NorthMelissamouth'->'NorthBrendanfurt'->'WestPaulport'->'SouthMichelle'->'LakeRoss', 15, 5275.083, 1742, 200, 8.71, 0.02051446399946144, success, 200
Greedy, 'SouthCalvin'->'EastMichaelborough'->'LakeYvonne'->'LakeRichardport'->'Josephfort'->'SouthJoelhaven'->'Brandonview'->'Heatherton'->'Morganport'->'NorthMelissamouth'->'NorthBrendanfurt'->'LakeRoss', 11, 6336.958, 11, 12, 7.545454545454546, 0.0004525889999058563, success, 200
Astar, 'SouthCalvin'->'EastMichaelborough'->'LakeYvonne'->'LakeRichardport'->'EastCharles'->'Josephfort'->'Williamschester'->'NorthFeliciaton'->'Heatherton'->'NewDavid'->'Joeburgh'->'NorthMelissamouth'->'NorthBrendanfurt'->'WestPaulport'->'SouthMichelle'->'LakeRoss', 15, 5275.083, 102, 144, 2.2941176470588234, 0.0026233389999106294, success, 200
IDAstar, 'SouthCalvin'->'Cochranberg'->'SouthBrianside'->'Doyleberg'->'Cooktown'->'Gambleberg'->'Carolfurt'->'EastJason'->'Davidmouth'->'Huertamouth'->'NorthRosefurt'->'Hamptonmouth'->'Joeburgh'->'NorthMelissamouth'->'NorthBrendanfurt'->'LakeRoss', 15, 6299.503000000001, 1140, 3408, 2.966222222222222, 0.023981463000382064, success, 200
