algorithm, solution, depth, cost, expanded_nodes, visited_nodes, average_branching_factor, execution_time, result, n
IDAstar, 'SouthJonathanton'->'Daniellemouth'->'EastLaura'->'Joseland'->'Fowlerview'->'PortNicholashaven'->'WestJoy'->'Alexanderborough'->'SouthTinaton'->'Devinport', 9, 2880.807, 23, 33, 1.0, 0.010380675999840605, success, 50
Backtracking, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'Debraport'->'Michaelhaven'->'Cantrellview'->'NorthAaronfurt'->'Matthewtown'->'Singletonville'->'NorthScottstad'->'Josephstad'->'LakeJonathan'->'SouthRandy'->'NewJeffreyfurt'->'WestJamieshire'->'Aaronbury', 15, 3621.165, 15, 16, 1.0, 0.00013935199967818335, success, 50
BFS, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'WestJamieshire'->'Aaronbury', 4, 1571.6019999999999, 20, 39, 3.75, 0.00013295000007929048, success, 50
DFS, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'EastRobertton'->'NorthJennifermouth'->'Cantrellview'->'Susanborough'->'SouthBonnieport'->'NorthNicole'->'Michaelhaven'->'Debraport'->'NorthAshley'->'EastAnnemouth'->'Rebeccamouth'->'NewJoe'->'SouthJustinhaven'->'NorthScottstad'->'Josephstad'->'SouthRandy'->'NewJeffreyfurt'->'WestJamieshire'->'Aaronbury', 21, 4273.595, 38, 36, 3.736842105263158, 0.0003334459997859085, success, 50
UCS, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'WestJamieshire'->'Aaronbury', 4, 1571.6019999999999, 171, 49, 3.489795918367347, 0.002211810000517289, success, 50
Greedy, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'WestJamieshire'->'Aaronbury', 4, 1571.6019999999999, 4, 5, 4.0, 0.00015686400001868606, success, 50
Astar, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'WestJamieshire'->'Aaronbury', 4, 1571.6019999999999, 15, 27, 2.2, 0.00027978500020253705, success, 50
IDAstar, 'EastJenniferborough'->'Trevorfort'->'Cynthiahaven'->'WestJamieshire'->'Aaronbury', 4, 1571.6019999999999, 11, 18, 1.0, 0.0008139080000546528, success, 50
Backtracking, 'EastJames'->'EastJohnborough'->'LakeDana'->'Ashleytown'->'Huntborough'->'Kristinside'->'Mckenzieview'->'Paigeborough'->'PortStacey'->'Dennisburgh'->'Bryantside'->'EastGordon'->'Thomasstad'->'EastNicholas'->'Rodriguezside'->'NewJuliestad'->'EastSuzanne'->'Mariaton'->'Monicaberg'->'SouthBarbara'->'Mejiaburgh'->'LakeChris'->'NewAliciaberg'->'SouthJose'->'Kellyside'->'NewRobertborough'->'SouthAnthony'->'Evansburgh'->'Hullhaven'->'NorthAndrea'->'LakeEricview', 30, 6922.887000000001, 43, 44, 1.0, 0.0004993570000806358, success, 50
BFS, 'EastJames'->'Harrellland'->'Dennisburgh'->'Bryantside'->'Rodriguezside'->'SouthAnthony'->'Evansburgh'->'NorthAndrea'->'LakeEricview', 8, 2174.2249999999995, 48, 50, 3.4791666666666665, 0.0002700059994822368, success, 50
DFS, 'EastJames'->'Petersonberg'->'EastJohnborough'->'LakeDana'->'Mckenzieview'->'Paigeborough'->'Kristinside'->'Huntborough'->'Ashleytown'->'Ramosland'->'NorthAngela'->'Jamesmouth'->'NewEric'->'NewRobertborough'->'Kellyside'->'SouthJose'->'LakeChris'->'Mejiaburgh'->'SouthBarbara'->'Mariaton'->'EastSuzanne'->'Ramosborough'->'SouthJontown'->'Rodriguezside'->'SouthAnthony'->'Hullhaven'->'NorthAndrea'->'LakeEricview', 27, 5932.266999999999, 50, 44, 3.62, 0.0003192689991919906, success, 50
UCS, 'EastJames'->'Harrellland'->'LakeKylie'->'EastGordon'->'Thomasstad'->'Rodriguezside'->'SouthAnthony'->'Hullhaven'->'NorthAndrea'->'LakeEricview', 9, 2020.1319999999996, 172, 50, 3.44, 0.0020333450001999154, success, 50
Greedy, 'EastJames'->'Petersonberg'->'EastJohnborough'->'LakeDana'->'Mckenzieview'->'Kristinside'->'Nancyfurt'->'LakeChris'->'Mejiaburgh'->'SouthBarbara'->'Monicaberg'->'Mariaton'->'EastSuzanne'->'Ramosborough'->'SouthJontown'->'Rodriguezside'->'SouthAnthony'->'Evansburgh'->'NorthAndrea'->'LakeEricview', 19, 4122.963, 19, 20, 3.736842105263158, 0.000374854000256164, success, 50
Astar, 'EastJames'->'Harrellland'->'LakeKylie'->'EastGordon'->'Thomasstad'->'Rodriguezside'->'SouthAnthony'->'Hullhaven'->'NorthAndrea'->'LakeEricview', 9, 2020.1319999999998, 41, 45, 1.829268292682927, 0.0005714919998354162, success, 50
IDAstar, 'EastJames'->'EastJohnborough'->'LakeDana'->'Ashleytown'->'Ramosland'->'EastMeredith'->'Jamesmouth'->'NewEric'->'NewRobertborough'->'SouthJessica'->'LakeEricview', 10, 2389.7170000000006, 22, 32, 1.0, 0.008299000000079104, success, 50
Backtracking, 'Christopherport'->'Browningfurt'->'Gardnerport'->'SouthJeremy'->'WestIanside'->'EastLauren'->'Janemouth'->'EastLori'->'Johnsontown'->'Ravenshire'->'PortAmy'->'NewTaylor'->'LakeCraig'->'Kendrafurt'->'EastMichaelport'->'Morganbury'->'NorthBrandi'->'WestJustinton'->'Amandafort'->'NorthAshleyville'->'NorthIanfort'->'Waltersstad'->'LakeShannon'->'Michaeltown'->'Tiffanyside'->'NewJoseph'->'Hernandezport'->'NorthBrandyside'->'WestDannymouth'->'WestMichael'->'SouthStacie'->'Ruizport', 31, 6232.981000000001, 38, 39, 1.0, 0.0004064329996253946, success, 50
BFS, 'Christopherport'->'NorthBrandi'->'WestJustinton'->'NewJoseph'->'WestMichael'->'SouthStacie'->'Ruizport', 6, 1984.65, 45, 47, 3.488888888888889, 0.00021778900008939672, success, 50
DFS, 'Christopherport'->'Nicholasmouth'->'NorthBrandi'->'Browningfurt'->'WestIanside'->'Morganbury'->'EastMichaelport'->'Kendrafurt'->'LakeCraig'->'NewTaylor'->'PortAmy'->'Ravenshire'->'Johnsontown'->'Janemouth'->'SouthCarlos'->'Murrayfurt'->'Lisastad'->'NewLaurenfort'->'NewJoseph'->'Tiffanyside'->'NewNicolemouth'->'Hernandezport'->'NorthBrandyside'->'WestDannymouth'->'WestMichael'->'SouthStacie'->'Ruizport', 26, 5673.971999999999, 53, 46, 3.4150943396226414, 0.00036155799989501247, success, 50
UCS, 'Christopherport'->'NorthBrandi'->'WestJustinton'->'NewJoseph'->'NorthBrandyside'->'WestMichael'->'SouthStacie'->'Ruizport', 7, 1919.332, 159, 46, 3.4565217391304346, 0.0018925310005215579, success, 50
Greedy, 'Christopherport'->'NorthBrandi'->'WestJustinton'->'NewJoseph'->'Hernandezport'->'NorthBrandyside'->'WestMichael'->'SouthStacie'->'Ruizport', 8, 2045.545, 8, 9, 4.375, 0.00021913100044912426, success, 50
Astar, 'Christopherport'->'NorthBrandi'->'WestJustinton'->'NewJoseph'->'NorthBrandyside'->'WestMichael'->'SouthStacie'->'Ruizport', 7, 1919.332, 32, 40, 1.96875, 0.0005647699999826727, success, 50
IDAstar, 'Christopherport'->'Browningfurt'->'Gardnerport'->'SouthJeremy'->'WestIanside'->'EastLauren'->'Janemouth'->'EastLori'->'Johnsontown'->'Ravenshire'->'PortAmy'->'NewTaylor'->'LakeCraig'->'Kendrafurt'->'EastMichaelport'->'Morganbury'->'NorthBrandi'->'WestJustinton'->'Kellyton'->'LakeStephenmouth'->'NorthSharonstad'->'PortStephenshire'->'Tiffanyside'->'NewJoseph'->'Hernandezport'->'NorthBrandyside'->'WestDannymouth'->'WestMichael'->'SouthStacie'->'Ruizport', 29, 5451.347000000002, 35, 38, 1.0, 0.03840188000049238, success, 50
Backtracking, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'Ginaburgh'->'EastEdward'->'Mclaughlinside'->'Archerberg'->'EastAmanda'->'LakeJenniferview'->'EastJay'->'EastJoseborough'->'Lowehaven'->'Bakertown'->'NewJames'->'Teresaside'->'Lisafort'->'NewWilliam'->'Buchananbury'->'Thomasfort', 18, 3521.252, 18, 19, 1.0, 0.00015264699959516292, success, 50
BFS, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'WestVirginiamouth'->'NewWilliam'->'Thomasfort', 5, 2251.117, 45, 49, 3.5555555555555554, 0.0002790039998217253, success, 50
DFS, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'Ginaburgh'->'EastEdward'->'Mclaughlinside'->'LakeJenniferview'->'EastJay'->'EastJoseborough'->'Lowehaven'->'Bakertown'->'NewJames'->'WestVirginiamouth'->'NewWilliam'->'Thomasfort', 14, 3423.502, 17, 18, 4.176470588235294, 0.00015768600042065373, success, 50
UCS, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'WestVirginiamouth'->'Teresaside'->'Lisafort'->'NewWilliam'->'Buchananbury'->'Thomasfort', 8, 2027.3780000000004, 172, 50, 3.44, 0.002196120000007795, success, 50
Greedy, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'WestVirginiamouth'->'NewWilliam'->'Thomasfort', 5, 2251.117, 5, 6, 4.6, 0.00014908999946783297, success, 50
Astar, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'WestVirginiamouth'->'Teresaside'->'Lisafort'->'NewWilliam'->'Buchananbury'->'Thomasfort', 8, 2027.3780000000002, 31, 43, 2.096774193548387, 0.00046815800033073174, success, 50
IDAstar, 'Longburgh'->'NorthJenniferborough'->'Charlesshire'->'Ginaburgh'->'EastEdward'->'SouthLoritown'->'SouthJeremiah'->'EastJoseborough'->'NewJames'->'Teresaside'->'Lisafort'->'NewWilliam'->'Buchananbury'->'Thomasfort', 13, 2271.511, 19, 24, 1.0, 0.007039467000140576, success, 50
Backtracking, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'Jonesville'->'Gillside'->'NorthKrista'->'Brewerview'->'EastSherri'->'NorthAshley'->'NewKeithhaven'->'NorthToddhaven'->'Boydfort'->'NewLauraton'->'LakeNathanielhaven'->'Delacruzport'->'Dustinfort'->'LakeNicoleburgh'->'WestEdwardstad'->'PortHannahborough'->'Salazarstad'->'Guerrerohaven'->'Butlerbury'->'Waltersbury'->'SouthSharon'->'Gregoryburgh'->'Skinnerfort'->'LakeTaylor'->'SouthMichaelville', 27, 6617.303, 30, 31, 1.0, 0.00025485800051683327, success, 50
BFS, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'LakeTaylor'->'SouthMichaelville', 4, 2200.094, 19, 40, 3.4210526315789473, 0.00012650799999391893, success, 50
DFS, 'Davidland'->'SouthJessicaville'->'NorthToddhaven'->'Delacruzport'->'LakeNathanielhaven'->'NewLauraton'->'Salazarstad'->'Kevinport'->'SouthHaley'->'Waltersbury'->'Watkinstown'->'Leeland'->'Skinnerfort'->'Gregoryburgh'->'SouthKimberlyland'->'LakeTaylor'->'SouthMichaelville', 16, 4366.995999999999, 18, 19, 4.0, 0.0001277999999729218, success, 50
UCS, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'LakeTaylor'->'SouthMichaelville', 4, 2200.094, 172, 50, 3.44, 0.002528713999708998, success, 50
Greedy, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'LakeTaylor'->'SouthMichaelville', 4, 2200.094, 4, 5, 4.0, 0.0002840729994204594, success, 50
Astar, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'LakeTaylor'->'SouthMichaelville', 4, 2200.094, 30, 45, 2.1333333333333333, 0.0006473940002251766, success, 50
IDAstar, 'Davidland'->'SouthJessicaville'->'LakeJoseshire'->'LakeTaylor'->'SouthMichaelville', 4, 2200.094, 6, 10, 1.0, 0.0035168079994036816, success, 50
Backtracking, 'WestLaurie'->'Harrishaven'->'Freemanfurt'->'Donnaborough'->'EastKelly'->'Amandachester'->'Cooperberg'->'EastDawn'->'EastSusanton'->'LakeMaureen'->'Ayersburgh'->'Lauraberg'->'Coryshire'->'Jeffersonton'->'Kelleychester'->'LakeMary'->'Bowenland'->'NorthDenise'->'Laurabury'->'EastChristopherport'->'Davidfurt'->'PortZacharyshire'->'EastEllenchester'->'Christensenside'->'Conwayhaven'->'NewRonald'->'SouthRachelmouth'->'Alexandraside'->'NewTylerton'->'NorthJulie', 29, 11951.598999999998, 44, 45, 1.0, 0.0006286600000748876, success, 100
BFS, 'WestLaurie'->'SouthChelseaside'->'Cooperberg'->'EastDawn'->'NewTylerton'->'NorthJulie', 5, 4737.743, 51, 69, 4.588235294117647, 0.00038168699938978534, success, 100
DFS, 'WestLaurie'->'Lucasmouth'->'SouthChelseaside'->'NewBrandonview'->'Phillipport'->'LakeTinaborough'->'NewJames'->'Travisview'->'NorthKarenville'->'Cooperberg'->'Amandachester'->'Sanfordfurt'->'Garciabury'->'EastJillian'->'Freemanfurt'->'PortRhonda'->'Donnaborough'->'EastKelly'->'Stacyland'->'NewDaniel'->'PortAlexandriachester'->'Walkerchester'->'Cunninghamfurt'->'EastDean'->'PortSherrytown'->'EastEllenchester'->'Johnsonburgh'->'NorthJoshuaton'->'EastChristopherport'->'Laurabury'->'PortValerie'->'SouthLeroy'->'NorthDawnville'->'LakeMaureen'->'EastSusanton'->'Lauraberg'->'Coryshire'->'Jeffersonton'->'Wilkinsonfurt'->'Michaelmouth'->'NorthBrian'->'Kimberlyhaven'->'EastMatthew'->'NorthFrancisco'->'Parkerfurt'->'Johnview'->'EastDawn'->'NewTylerton'->'NorthJulie', 48, 16355.494, 128, 92, 4.5859375, 0.0013466370000969619, success, 100
UCS, 'WestLaurie'->'Harrishaven'->'Freemanfurt'->'EastJillian'->'EastKelly'->'Stacyland'->'NewDaniel'->'PortAlexandriachester'->'EastDean'->'PortSherrytown'->'Christensenside'->'Johnsonburgh'->'NorthJoshuaton'->'Katelynmouth'->'NewTylerton'->'NorthJulie', 15, 4295.42, 438, 100, 4.38, 0.005438903999674949, success, 100
Greedy, 'WestLaurie'->'PortRhonda'->'EastJillian'->'Garciabury'->'Amandachester'->'Sanfordfurt'->'EastKelly'->'Stacyland'->'NewDaniel'->'EastDean'->'PortSherrytown'->'EastEllenchester'->'PortZacharyshire'->'EastChristopherport'->'NorthJulie', 14, 5413.545999999999, 14, 15, 5.285714285714286, 0.00039136400027928175, success, 100
Astar, 'WestLaurie'->'Harrishaven'->'Freemanfurt'->'EastJillian'->'EastKelly'->'Stacyland'->'NewDaniel'->'PortAlexandriachester'->'EastDean'->'PortSherrytown'->'Christensenside'->'Johnsonburgh'->'NorthJoshuaton'->'Katelynmouth'->'NewTylerton'->'NorthJulie', 15, 4295.42, 64, 81, 2.640625, 0.0011374239993529045, success, 100
IDAstar, 'WestLaurie'->'Harrishaven'->'Freemanfurt'->'Donnaborough'->'EastKelly'->'Stacyland'->'NewDaniel'->'EastDean'->'Cunninghamfurt'->'Petersmouth'->'PortSherrytown'->'Christensenside'->'Johnsonburgh'->'NorthJoshuaton'->'EastChristopherport'->'NorthJulie', 15, 4873.255999999999, 27, 46, 1.0, 0.012596743999893079, success, 100
Backtracking, 'Scottberg'->'Carpenterfort'->'Josemouth'->'LakeChelseyland'->'Michaelborough'->'NewTaylor'->'Hatfieldville'->'NewChristine'->'PortSarafurt'->'Christopherhaven'->'Jamesstad'->'Joannamouth'->'Kyleborough'->'Alexandermouth'->'PortCharlesborough'->'EastKennethshire'->'LakeDaleland'->'Careychester'->'Emilyhaven'->'Danielshaven'->'LakeAnthony'->'NorthMichelle'->'NorthVictoriahaven'->'Suttonview'->'WestVirginiaside'->'Danielville'->'EastNatasha'->'NorthJessetown'->'EastShawnborough'->'WestJamiefort'->'PortPenny'->'NewJustin'->'Roblesburgh'->'EastNatalie'->'Amandafurt'->'Kingmouth'->'Dannyside'->'EastStevenchester'->'Gonzalezside'->'Stacyshire'->'Alexanderbury'->'Jimshire'->'NorthEdward'->'PortJerry'->'Romerotown'->'Baldwinhaven'->'LakeLaura'->'NorthPatricia'->'PortBethview'->'WestMichaelstad'->'NewAlexisfort'->'Danielstad'->'EastMichaelbury'->'Mooremouth'->'Oliviaton'->'Johnsonton'->'PortLisa'->'Andreafurt'->'NorthCrystalshire'->'EastRobertshire'->'Sharpmouth', 60, 18548.261000000002, 70, 71, 1.0, 0.0007735620001767529, success, 100
BFS, 'Scottberg'->'NorthRichard'->'LakeChelseyland'->'WestMichaelstad'->'NewAlexisfort'->'PortLisa'->'Sharpmouth', 6, 4031.8469999999998, 51, 75, 4.803921568627451, 0.00031865799974184483, success, 100
DFS, 'Scottberg'->'NorthRichard'->'NewTiffany'->'Mccannton'->'Josemouth'->'Michaelborough'->'LakeChelseyland'->'WestMichaelstad'->'PortBethview'->'Ramoston'->'LakeLaura'->'NorthPatricia'->'Baldwinhaven'->'Romerotown'->'Youngtown'->'EastAaron'->'LakeRebeccachester'->'WestJamieshire'->'WestAmandachester'->'LakeMeagan'->'Roblesburgh'->'NewJustin'->'PortPenny'->'WestJoshuabury'->'WestJamiefort'->'EastShawnborough'->'NorthJessetown'->'NewAlexisfort'->'Danielstad'->'Mooremouth'->'Oliviaton'->'PortLisa'->'Andreafurt'->'NorthCrystalshire'->'Sharpmouth', 34, 12917.995000000003, 73, 58, 4.383561643835616, 0.0005104680003569229, success, 100
UCS, 'Scottberg'->'Carpenterfort'->'Josemouth'->'LakeChelseyland'->'WestMichaelstad'->'NewAlexisfort'->'PortLisa'->'Sharpmouth', 7, 3631.3479999999995, 438, 100, 4.38, 0.004663530000470928, success, 100
Greedy, 'Scottberg'->'Carpenterfort'->'Josemouth'->'LakeChelseyland'->'WestMichaelstad'->'NewAlexisfort'->'PortLisa'->'Sharpmouth', 7, 3631.3480000000004, 7, 8, 5.571428571428571, 0.00020328199934738223, success, 100
Astar, 'Scottberg'->'Carpenterfort'->'Josemouth'->'LakeChelseyland'->'WestMichaelstad'->'NewAlexisfort'->'PortLisa'->'Sharpmouth', 7, 3631.3480000000004, 39, 58, 2.6153846153846154, 0.0006487969994850573, success, 100
IDAstar, 'Scottberg'->'Carpenterfort'->'Josemouth'->'LakeChelseyland'->'WestMichaelstad'->'NewAlexisfort'->'Oliviaton'->'Johnsonton'->'PortLisa'->'Sharpmouth', 9, 3697.8979999999992, 17, 33, 1.0, 0.006314968000879162, success, 100
Backtracking, 'Taylorstad'->'Jeffreychester'->'LakeAlicia'->'EastBrian'->'EastBrian'->'Heatherville'->'Jessicahaven'->'Wayneville'->'Brendamouth'->'Collierport'->'Jenningsville'->'Benjaminland'->'Joannaport'->'LakeJoshua'->'EastJessica'->'NorthSonya'->'SouthTaylorhaven'->'WestKaren'->'NorthEarlchester'->'Lauraview'->'NorthTonya'->'EastMichaelmouth'->'Skinnermouth'->'WestJenniferhaven'->'EastJeremyton'->'Sanchezfort'->'Cardenasfort'->'EastKayleeport'->'Everettfort'->'Lisaborough'->'Davidport'->'Johnstad'->'Johnstad'->'Duncanfort'->'Markport'->'EastJuliafort'->'LakeLisa'->'Richardtown'->'Harveyland'->'EastJames'->'Larryfurt'->'EastShelbyburgh', 41, 17314.076000000005, 71, 72, 1.0, 0.0010937119996015099, success, 100
BFS, 'Taylorstad'->'Jeffreychester'->'Stokesbury'->'WestBrittanyhaven'->'Skinnermouth'->'Wayneville'->'Brendamouth'->'Larryfurt'->'EastShelbyburgh', 8, 5254.810999999999, 80, 93, 4.475, 0.0006552589993589208, success, 100
DFS, 'Taylorstad'->'Jeffreychester'->'PortIan'->'WestLaurenland'->'EastAmber'->'Ronaldton'->'Stephaniefort'->'Stokesbury'->'WestBrittanyhaven'->'EastTodd'->'Catherinefurt'->'Skinnermouth'->'EastMichaelmouth'->'NorthTonya'->'Lauraview'->'NorthEarlchester'->'WestGregory'->'Wayneville'->'Brendamouth'->'SouthFranklinshire'->'Cardenasfort'->'Sanchezfort'->'WestJenniferhaven'->'SouthTiffanyfort'->'EastJeremyton'->'Tracyshire'->'Emilyfort'->'EastBrian'->'EastBrian'->'SouthBenjaminberg'->'PortChristopher'->'Joshuastad'->'NorthKevin'->'Cooperhaven'->'Joseburgh'->'SouthAustin'->'Benjaminland'->'Jenningsville'->'Collierport'->'Johnstad'->'Davidport'->'Johnstad'->'Richardtown'->'Harveyland'->'EastJames'->'Larryfurt'->'EastShelbyburgh', 46, 17799.1, 103, 78, 4.533980582524272, 0.0010593480001261923, success, 100
UCS, 'Taylorstad'->'Jeffreychester'->'Stokesbury'->'EastTodd'->'Catherinefurt'->'Skinnermouth'->'Wayneville'->'Brendamouth'->'Larryfurt'->'EastShelbyburgh', 9, 5077.217999999999, 448, 100, 4.48, 0.005434957000034046, success, 100
Greedy, 'Taylorstad'->'Jeffreychester'->'LakeAlicia'->'EastBrian'->'SouthTiffanyfort'->'Gibsonshire'->'Cardenasfort'->'Markshire'->'Davidport'->'Johnstad'->'Wrightmouth'->'Duncanfort'->'Markport'->'Richardtown'->'LakeJudith'->'Harveyland'->'EastJames'->'Larryfurt'->'EastShelbyburgh', 18, 8064.538, 18, 19, 5.333333333333333, 0.0003928070000256412, success, 100
Astar, 'Taylorstad'->'Jeffreychester'->'Stokesbury'->'EastTodd'->'Catherinefurt'->'Skinnermouth'->'Wayneville'->'Brendamouth'->'Larryfurt'->'EastShelbyburgh', 9, 5077.217999999999, 79, 90, 2.367088607594937, 0.0011394279999876744, success, 100
IDAstar, 'Taylorstad'->'Jeffreychester'->'LakeAlicia'->'Reyeston'->'LakeStacy'->'Heatherville'->'Jessicahaven'->'Wayneville'->'Brendamouth'->'Larryfurt'->'EastShelbyburgh', 10, 5620.592, 24, 44, 1.0, 0.03421744899969781, success, 100
Backtracking, 'NorthShawna'->'Adamsstad'->'Bradleyview'->'Hancockbury'->'Fieldsstad'->'Barbarastad'->'Hayneshaven'->'NewJasmineburgh'->'Jonesshire'->'LakePatrickview', 9, 3979.7349999999997, 11, 12, 1.0, 0.00010981600007653469, success, 100
BFS, 'NorthShawna'->'Hancockbury'->'Fieldsstad'->'Robertview'->'Jonesshire'->'LakePatrickview', 5, 3775.0950000000003, 66, 83, 4.515151515151516, 0.00046144600037223427, success, 100
DFS, 'NorthShawna'->'Adamsstad'->'Hancockbury'->'NorthLarryland'->'PortChristophermouth'->'NewDawnstad'->'NorthLaurachester'->'Johnstad'->'SouthMark'->'EastBenjamin'->'Gonzalezberg'->'SouthRobinport'->'LakeAmandatown'->'Kimberlyfurt'->'NorthWendyburgh'->'Huffmanfurt'->'Richardview'->'SouthHenryburgh'->'Hayneshaven'->'NewJasmineburgh'->'WestBrandontown'->'EastTodd'->'PortDarrylfurt'->'LakePatrickview', 23, 7869.269, 39, 36, 4.615384615384615, 0.0002831820002029417, success, 100
UCS, 'NorthShawna'->'Davidberg'->'Hancockbury'->'Fieldsstad'->'Hayneshaven'->'PortSabrinafort'->'NewBrendachester'->'PortSusanport'->'Jonesshire'->'Margaretstad'->'LakePatrickview', 10, 3442.5460000000003, 438, 100, 4.38, 0.00513343199963856, success, 100
Greedy, 'NorthShawna'->'NorthLarryland'->'Andrewside'->'NewWilliam'->'Michelleville'->'Blackfort'->'Jacquelineport'->'EastBrendachester'->'NewCharles'->'Michaelfort'->'WestMelissa'->'Jennyberg'->'Brittanyville'->'NewYvonneville'->'LakeRachaelview'->'Kyleville'->'Randyburgh'->'NewHenryshire'->'Jamesview'->'Michaelshire'->'Sandovalton'->'SouthGaryview'->'Fergusonstad'->'Hendricksfurt'->'EastTodd'->'PortDarrylfurt'->'LakePatrickview', 26, 8588.514, 30, 30, 4.166666666666667, 0.0005874120006410521, success, 100
Astar, 'NorthShawna'->'Davidberg'->'Hancockbury'->'Fieldsstad'->'Hayneshaven'->'PortSabrinafort'->'NewBrendachester'->'PortSusanport'->'Jonesshire'->'Margaretstad'->'LakePatrickview', 10, 3442.5459999999994, 37, 58, 2.72972972972973, 0.0006930199997441377, success, 100
IDAstar, 'NorthShawna'->'Adamsstad'->'Bradleyview'->'Hancockbury'->'Fieldsstad'->'Barbarastad'->'Hayneshaven'->'NewJasmineburgh'->'Jonesshire'->'LakePatrickview', 9, 3979.7349999999997, 11, 12, 1.0, 0.0038934450003580423, success, 100
Backtracking, 'NewChristophermouth'->'Annechester'->'EastBruceport'->'Lisashire'->'Arnoldberg'->'EastJamesside'->'Lopezview'->'PortWendy'->'NewLisa'->'Bellville'->'Hansonland'->'NewSheila'->'EastMarkport'->'Blakestad'->'Davidtown'->'LakeSharonport'->'NorthGerald'->'EastCheyenne'->'LakeNicolefurt'->'Bellbury'->'Tracyland'->'Camachofort', 21, 10281.544999999998, 28, 29, 1.0, 0.0002736630003710161, success, 100
BFS, 'NewChristophermouth'->'Annechester'->'Lisashire'->'Millerborough'->'Bellville'->'LakeNicolefurt'->'Bellbury'->'Tracyland'->'Camachofort', 8, 5163.021, 74, 89, 4.554054054054054, 0.0004651119998015929, success, 100
DFS, 'NewChristophermouth'->'Mccormickstad'->'Annechester'->'NorthSarafort'->'WestSergioside'->'NewJohn'->'EastBruceport'->'Lisashire'->'Millerborough'->'SouthIsaac'->'WestMichelle'->'Whitemouth'->'PortCrystalmouth'->'NewAnna'->'PortTheresaview'->'LakeNicolefurt'->'EastCheyenne'->'SouthErnestborough'->'Parkermouth'->'Kevinmouth'->'Porterville'->'Davidtown'->'NewJennifermouth'->'LakeSharonport'->'NewKeithmouth'->'Blakestad'->'EastMarkport'->'WestJanice'->'WestBrookeburgh'->'LakeRebeccaburgh'->'Arnoldberg'->'WestJudy'->'PortWendy'->'NewLisa'->'Bellville'->'Hansonland'->'Payneburgh'->'Williamston'->'Nicholasburgh'->'Morriston'->'Saundersmouth'->'Sullivanbury'->'SouthKevin'->'PortNoahmouth'->'WestKristen'->'Bellbury'->'Tracyland'->'PortManuelbury'->'Burgessshire'->'PortMichael'->'Tammytown'->'Savannahfort'->'PortCheryl'->'SouthLisa'->'Camachofort', 54, 21742.803000000004, 112, 88, 4.464285714285714, 0.0009229019997292198, success, 100
UCS, 'NewChristophermouth'->'EastJustin'->'NorthSarafort'->'EastBruceport'->'NewJohn'->'EastJamesside'->'PortWendy'->'NewLisa'->'Hansonland'->'NewSheila'->'LakeNicolefurt'->'Nicholasburgh'->'SouthKevin'->'PortNoahmouth'->'WestKristen'->'Blevinsfort'->'SouthLisa'->'Camachofort', 17, 4774.021, 438, 100, 4.38, 0.00459623400001874, success, 100
Greedy, 'NewChristophermouth'->'Mccormickstad'->'NorthNicolechester'->'Blakestad'->'EastMarkport'->'NewSheila'->'LakeNicolefurt'->'Bellbury'->'Tracyland'->'Camachofort', 9, 5634.39, 9, 10, 5.333333333333333, 0.0002230279997093021, success, 100
Astar, 'NewChristophermouth'->'EastJustin'->'NorthSarafort'->'EastBruceport'->'NewJohn'->'EastJamesside'->'PortWendy'->'NewLisa'->'Hansonland'->'NewSheila'->'LakeNicolefurt'->'Nicholasburgh'->'SouthKevin'->'PortNoahmouth'->'WestKristen'->'Blevinsfort'->'SouthLisa'->'Camachofort', 17, 4774.020999999999, 85, 92, 2.2588235294117647, 0.0010970590001306846, success, 100
IDAstar, 'NewChristophermouth'->'Annechester'->'EastBruceport'->'Lisashire'->'Arnoldberg'->'EastJamesside'->'Lopezview'->'PortWendy'->'NewLisa'->'Bellville'->'Hansonland'->'NewSheila'->'LakeNicolefurt'->'Bellbury'->'Tracyland'->'Camachofort', 15, 5909.805, 15, 17, 1.0, 0.04384134600059042, success, 100
